"","region","category","svy_fun","SE"
"1","North","16 to 24",0.198275179516539,0.0439845094366592
"2","North","25 to 34",0.341060106826805,0.0532219231828648
"3","North","35 to 44",0.166379399601683,0.0400995079124739
"4","North","45 to 54",0.171544116303573,0.0401775706846799
"5","North","55 to 64",0.122741197751399,0.0653283731216274
"6","West","16 to 24",0.155670423285118,0.048395923212088
"7","West","25 to 34",0.343741680717011,0.0595417906408983
"8","West","35 to 44",0.208409131245008,0.0403698423602828
"9","West","45 to 54",0.235441254769722,0.0460957470288511
"10","West","55 to 64",0.0567375099831396,0.0214739949226161
"11","East","16 to 24",0.126738834343552,0.0528652925844854
"12","East","25 to 34",0.356958887662426,0.0573521194243748
"13","East","35 to 44",0.365189101260675,0.0526007486032035
"14","East","45 to 54",0.0689917826965407,0.0246200302522563
"15","East","55 to 64",0.0821213940368068,0.0256871783579685
"16","London and South East","16 to 24",0.0581944007549544,0.0182232335400792
"17","London and South East","25 to 34",0.439918213274615,0.04514633440746
"18","London and South East","35 to 44",0.287931997765185,0.0353442934170724
"19","London and South East","45 to 54",0.138422389468198,0.0233446791313841
"20","London and South East","55 to 64",0.0755329987370477,0.0204483307669526
"21","England","16 to 24",0.11351548198721,0.0176087140726735
"22","England","25 to 34",0.389751220555912,0.0279976275777629
"23","England","35 to 44",0.263804330677179,0.021413522025993
"24","England","45 to 54",0.151579104342132,0.0164204266803873
"25","England","55 to 64",0.0813498624375674,0.0164399985008994
